,Depth,WOB,SURF_RPM,ROP_AVG,PHIF,VSH,SW,KLOGH
0,3305.0,26217.864,1.3147203,0.004088054,0.0867110054948444,0.0717187946462121,1.0000000001136795,0.0009999999999999
1,3310.0,83492.293,1.3286739,0.005159383,0.0952084975856594,0.1165483151733458,1.0000000000000002,0.001
2,3315.0,97087.882,1.4201163,0.0059714693,0.0616360982982607,0.1042832344552129,1.0,0.0009999999999999
3,3320.0,54793.206,1.5939306999999998,0.0054191089,0.0434976637366458,0.110039811043148,1.0,0.001
4,3325.0,50301.57900000001,1.6532619999999998,0.0054352483,0.0352522407724629,0.1208077056657565,0.9999999999999998,0.0009999999999999
5,3330.0,56835.194,1.65745,0.004738274,0.0159651280940698,0.0855649249676231,1.0,0.001
6,3335.0,37638.028,2.1392383,0.0088117671999999,0.0462431233770884,0.1098589745374595,1.0,0.001
7,3340.0,37638.028,2.1392383,0.0088117671999999,0.0412365645983414,0.0713682580625008,1.0,0.001
8,3345.0,44564.583,1.9748064,0.0084562083,0.0137818888346406,0.090755599031824,1.0,0.001
9,3350.0,60928.603,1.7357418999999998,0.0073915492,0.0170826586954847,0.0976557476989204,1.0,0.001
10,3355.0,40202.384,2.5205151000000003,0.0067930479,0.0143160083902934,0.0893431108667361,1.0,0.0009999999999999
11,3360.0,43788.455,2.5870526000000003,0.0067808329,0.0537989588203455,0.0965502927496356,1.0,0.0009999999999999
12,3365.0,44938.123,2.6299641,0.0067834211,0.0377987014599601,0.1115970188387729,1.0000000000000002,0.001
13,3370.0,45959.357,2.6392330000000004,0.0034027231,0.0365262257303738,0.0925119734728999,1.0,0.0009999999999999
14,3375.0,27652.132,2.5934011000000003,0.0073812823999999,0.0304794653150486,0.1138389829929084,1.0,0.001
15,3380.0,29439.337000000003,2.5458528,0.0073796552,0.0264821211869324,0.0879761594252956,1.0,0.001
16,3390.0,51058.513,2.5862395,0.0073764057999999,0.0320473580247509,0.0707521037948553,1.0,0.001
17,3395.0,54386.651,2.5757272,0.0071235497,0.0241432957864928,0.1119451717823393,1.0,0.001
18,3400.0,42902.548,2.5644255,0.0069761735,0.01974527662931,0.0559278790612246,1.0,0.001
19,3405.0,90190.589,2.6031916,0.0067889398,0.0029681877212869,0.0649275978624157,1.0,0.001
20,3415.0,32214.548,2.6391501,0.0073838963,0.0362976196159354,0.0671044652589635,1.0000000000000002,0.001
21,3420.0,47159.142,2.6165824,0.0073603439,0.0245942332065669,0.0739558916484506,1.0,0.0009999999999999
22,3425.0,60347.172,2.3783772,0.0067103747,0.0486337720953402,0.0863994691546752,1.0,0.0009999999999999
23,3430.0,47047.491,1.9995412,0.0073790049,0.0874843179392384,0.0917818748885515,1.0000000000000002,0.001
24,3435.0,49582.124,1.99964,0.0071659379,0.0549661440715229,0.0677394232584175,1.0,0.001
25,3440.0,41336.436,2.0006842,0.0067949865,0.0989850899447736,0.0670673077559531,1.007839057113489,0.001
26,3445.0,60644.639,1.9690419,0.0067825142,0.0789052695466119,0.0625885882046802,0.9999918057128928,0.001
27,3450.0,52260.516,1.9936775,0.0067877608999999,0.0957000916110978,0.0894330207118859,1.0,0.001
28,3455.0,21961.023,1.999962,0.0073662375,0.0943317183763666,0.1023325022340658,1.0,0.001
29,3460.0,25584.31600000001,2.0026298,0.0073647377,0.087120268636792,0.1246205047555976,1.0,0.001
30,3465.0,19615.561,1.9985111,0.0073849519,0.1239719710470924,0.0820583368917867,1.0,0.001
31,3470.0,46578.191,1.9961233,0.0073622672,0.1055041893113776,0.1031009230885894,1.0,0.0009999999999999
32,3475.0,43748.485,2.0013828,0.0029692832,0.1039832273758627,0.0805969441609017,1.0,0.001
33,3480.0,31236.811,1.9993623,0.0027096241,0.0865712574927643,0.1396947851701756,1.0,0.0009999999999999
34,3485.0,30930.061,2.0007435,0.0027175196,0.0864267901972572,0.114576758037907,1.0000000000000002,0.001
35,3490.0,28597.029,1.999536,0.002717936,0.0908194923446897,0.1085997172229364,1.0,0.001
36,3495.0,17397.72,1.9998483,0.0029773611,0.064107145329894,0.1281945342220727,0.9999999999999998,0.001
37,3500.0,16961.916,2.000243,0.0058303925,0.037509364914437,0.1163204262806519,1.0000000000000002,0.001
38,3505.0,27492.81,1.9988978,0.0073725692,0.0744089568301293,0.1447901280137847,1.000007899199016,0.001
39,3510.0,36827.998,1.9994763,0.0073928129,0.0987245627596394,0.0947068898026813,0.9999999999999998,0.0009999999999999
40,3515.0,38973.617,2.0011975,0.0073702388,0.0866120150505188,0.1084790181787049,0.9999999999999998,0.001
41,3520.0,42748.817,2.0015654,0.0067953360999999,0.0604909594671185,0.193100160594433,1.0,0.001
42,3525.0,49323.529,2.0011172,0.0068002068,0.0772202484261166,0.1534502118693547,1.0000000000000002,0.001
43,3530.0,52143.353,2.0002998,0.0067872396,0.0753307802572795,0.1245923342940578,1.0,0.001
44,3535.0,47116.201,2.0001419,0.0074238726,0.0508257717861786,0.0858551812534342,1.0,0.0009999999999999
45,3540.0,45256.052,2.0000451,0.0088215706,0.0661952144522945,0.0961130335714993,1.0000000000000002,0.001
46,3545.0,24169.525,1.9989966,0.0088187939,0.0936415393092667,0.0748182954063317,0.9999585111363736,0.001
47,3550.0,25216.418,2.0021794,0.0088132484999999,0.0660222119574724,0.1518427416681732,0.9999999999999988,0.001
48,3555.0,35156.044,1.9968011000000003,0.0088077153,0.0704353491317978,0.1836326668346008,1.0000000000000002,0.001
49,3560.0,38720.898,2.0000476000000003,0.0081707641,0.057836556677269,0.1556249025019009,1.0,0.001
50,3565.0,50070.063,2.0011927,0.0081644841,0.0464291178335285,0.241540435036635,0.9951202742994508,0.0009999999999999
51,3580.0,35255.786,1.9994589,0.0088201802,0.0501599465558151,0.208637022452276,1.0003951063822727,0.001
52,3585.0,40459.226,2.0012029,0.0088156838,0.054152831749465,0.098029687373949,1.0000004098628048,0.001
53,3590.0,53818.568,1.9967973,0.0087309714,0.0411670965513388,0.212177893669134,1.0,0.001
54,3595.0,47348.517,1.9992992,0.005835064,0.0387026738561631,0.0745196845993175,1.0,0.001
55,3600.0,47973.155,1.9991181,0.0062784175,0.0250623590057603,0.0496725033740708,1.0000000000000002,0.001
56,3605.0,57163.252,2.0001232,0.0067899,0.0325530564598921,0.0539792959950532,0.9999999999999998,0.0009999999999999
57,3610.0,54784.334,1.998629,0.0075754587,0.0216215910344683,0.0494507148037208,1.0,0.001
58,3615.0,31588.059,1.9987412,0.0087546196,0.0375909613823801,0.3607659483919904,0.9999999999998372,0.001
59,3620.0,26071.437,1.9990087,0.0089130362,0.0567201400284732,0.2088654671549001,0.9999999999689182,0.001
60,3625.0,17368.556,2.0012328,0.0089277279,0.0425200756774321,0.1910157056835681,0.9995334227124152,0.001
61,3630.0,35515.373,2.0006316,0.0088231347,0.0051678663874816,0.163397118934731,1.0,0.001
62,3635.0,37465.439,1.9984886,0.0088198775,0.0271817202209963,0.1768678864740263,1.0,0.001
63,3640.0,39125.127,1.9996975,0.0080823926,0.0476037715503962,0.2240231039677162,1.0,0.001
64,3645.0,60931.90900000001,2.0001934,0.0079447468999999,0.0267742357549058,0.1556330534185327,1.0,0.0009999999999999
65,3650.0,51585.186,2.000514,0.0087654523,0.1063394287972797,0.6254790865393136,1.0,0.0009999999999999
66,3655.0,36926.625,1.9974083,0.0088271315,0.0448347837572732,0.3877155985312844,1.0,0.001
67,3660.0,31738.087000000003,2.0004952,0.0088243516,0.0449745257767517,0.2346477171705938,1.0,0.001
68,3665.0,48944.501,2.0000077000000003,0.0088040987,0.0404713885629401,0.2628333726371694,1.0,0.001
69,3670.0,55795.57700000001,1.9993536,0.0088160382999999,0.0559252934127676,0.346865857671659,1.0000000000000002,0.001
70,3675.0,48287.015,2.0001456,0.0088241207,0.0550662779098473,0.3610965905626015,1.0,0.0009999999999999
71,3680.0,44576.612,2.0006543000000003,0.008157174,0.033129444600762,0.3429802778242326,1.0,0.001
72,3685.0,34623.502,2.0000769,0.0081621552,0.0580482838545118,0.3909855169254081,1.0,0.0009999999999999
73,3690.0,37186.386,2.0010945,0.0081012193,0.0315839665144611,0.2265026809607508,1.0,0.001
74,3695.0,46500.93700000001,2.0009014,0.0088065428,0.025940354058897,0.1636475813544166,1.0000000000000002,0.001
75,3700.0,29632.597,2.0003736,0.0087289176,0.0385392545707853,0.3658916093461271,1.0,0.001
76,3705.0,40381.839,1.9999024,0.0094790808,0.0429353506185237,0.3601606488428546,1.0,0.001
77,3710.0,44243.48,2.0000417,0.0090739942,0.0288455804344621,0.2678626215204679,1.0,0.0009999999999999
78,3715.0,39579.177,2.0015359,0.0091899641,0.0361679060752824,0.2948753635064757,1.0,0.001
79,3720.0,52606.802,1.9975223,0.0083701445,0.0329262377177116,0.2905027797275977,0.9999999999999998,0.001
80,3725.0,51065.323,2.0020727,0.0081659787,0.0408252940092458,0.2930546554414592,1.0000000000000002,0.001
81,3730.0,66499.772,1.9976212,0.0081526513,0.0416291357972594,0.3089851144067995,1.0,0.0009999999999999
82,3735.0,40711.114,1.999127,0.0094900721,0.0546740742222124,0.3793547370150223,1.0,0.0009999999999999
83,3740.0,39286.239,1.9980177,0.0058695957,0.0566597395517172,0.3793450276575884,1.0,0.001
84,3745.0,70948.74900000001,1.9989053,0.008608125,0.0711447982571155,0.3876119860488389,0.9999999999999998,0.0009999999999999
85,3750.0,31209.19100000001,2.0003061,0.0086998339,0.0713992594814288,0.4554466476285627,1.0000000000000002,0.001
86,3755.0,38222.463,1.9993739,0.0087165141,0.017176436601693,0.2284591466340035,1.0000000000000002,0.001
87,3760.0,46129.405,2.0001191,0.008009564,0.0278209915642722,0.2723489880715264,1.0,0.001
88,3765.0,49690.28400000001,1.9996966,0.0080005723,0.0170251478289731,0.2690273252505271,1.0,0.001
89,3770.0,55013.203,1.9995906000000003,0.0080109563,0.0208293220569666,0.1767837485573077,1.0,0.001
90,3775.0,40305.859,1.9987703,0.0091209825,0.043905555852473,0.2910269426149006,0.9999999999999996,0.0009999999999999
91,3780.0,31621.43,1.9984245,0.0087510089,0.0632295380658178,0.4363828694188773,1.0,0.001
92,3785.0,39829.291,1.9989039,0.0087149438,0.0657110949490525,0.4363703771390727,0.9999999999999998,0.0009999999999999
93,3790.0,41146.105,1.9987629,0.0087124532999999,0.0564224336621194,0.4493608281320181,1.0,0.001
94,3795.0,45492.478,1.9985495,0.0087018454,0.0590172289602023,0.4242071524647826,1.0,0.001
95,3800.0,45979.692,1.9984976000000003,0.0080045186,0.0689537830544222,0.3995203573327077,0.9999999999999998,0.0009999999999999
96,3805.0,45190.017,1.999683,0.00799568,0.0694762098686766,0.4927466500745528,1.0,0.0009999999999999
97,3810.0,48461.38200000001,1.9990276,0.0079977796,0.0710339705533692,0.5435093876274818,1.0000000000000002,0.001
98,3815.0,33638.681000000004,1.9965401000000005,0.0079803187,0.0895679937186465,0.4475090228076143,1.0,0.0009999999999999
99,3820.0,23809.854,1.9971734,0.0087186772,0.0617763775904257,0.401717612129125,1.0,0.001
100,3825.0,29839.424,1.9987841,0.0086400891,0.0189619896960916,0.4379473786503401,0.9999999999999998,0.0009999999999999
101,3830.0,27483.212000000003,2.0003042,0.0087257818,0.0757923971139085,0.6936710840886838,1.009038374430168,0.0009999999999999
